País,Liga,Temporada,Fecha,Equipo Local,Equipo Visitante,Goles Local,Goles Visitante,Resultado,Goles Medio Tiempo Local,Goles Medio Tiempo Visitante,Resultado Medio Tiempo,Puntos Local,Puntos Visitante
Mexico,Liga MX,2015/2016,2015-08-30,Toluca,Club Leon,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2015-08-30,Guadalajara Chivas,Chiapas,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-12,Queretaro,Monarcas,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-09-12,Club Tijuana,Guadalajara Chivas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-12,Club America,Tigres UANL,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-09-13,Monterrey,Cruz Azul,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-09-13,Pachuca,Toluca,3,4,A,3,4,A,0,3
Mexico,Liga MX,2015/2016,2015-09-13,Atlas,Dorados de Sinaloa,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2015-09-13,Chiapas,Club Leon,6,2,H,6,2,H,3,0
Mexico,Liga MX,2015/2016,2015-09-13,UNAM Pumas,Veracruz,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2015-09-13,Puebla,Santos Laguna,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-09-19,Veracruz,Puebla,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-19,Santos Laguna,Atlas,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2015-09-19,Cruz Azul,UNAM Pumas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-20,Tigres UANL,Monterrey,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-20,Club Leon,Club Tijuana,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-20,Monarcas,Club America,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2015-09-20,Dorados de Sinaloa,Pachuca,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-09-20,Toluca,Chiapas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-09-20,Guadalajara Chivas,Queretaro,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-26,Queretaro,Club Leon,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2015-09-26,Club Tijuana,Chiapas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-09-26,Club America,Guadalajara Chivas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-09-27,Monterrey,Monarcas,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2015-09-27,Pachuca,Santos Laguna,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-09-27,Atlas,Veracruz,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-09-27,Dorados de Sinaloa,Toluca,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-09-27,UNAM Pumas,Tigres UANL,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-09-27,Puebla,Cruz Azul,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-30,Toluca,Club Tijuana,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-30,Club Leon,Club America,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2015-09-30,Guadalajara Chivas,Monterrey,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-09-30,Chiapas,Queretaro,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-09-30,Santos Laguna,Dorados de Sinaloa,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-09-30,Veracruz,Pachuca,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-10-01,Monarcas,UNAM Pumas,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2015-10-01,Cruz Azul,Atlas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-10-01,Tigres UANL,Puebla,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-10-03,Queretaro,Club Tijuana,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-10-03,Club America,Chiapas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-10-04,Monterrey,Club Leon,4,0,H,4,0,H,3,0
Mexico,Liga MX,2015/2016,2015-10-04,Santos Laguna,Toluca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-10-04,Atlas,Tigres UANL,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-10-04,UNAM Pumas,Guadalajara Chivas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-10-04,Puebla,Monarcas,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2015-10-10,Monterrey,Puebla,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-10-17,Veracruz,Santos Laguna,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2015-10-17,Club Tijuana,Club America,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2015-10-17,Cruz Azul,Dorados de Sinaloa,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-10-18,Tigres UANL,Pachuca,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-10-18,Club Leon,UNAM Pumas,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2015-10-18,Monarcas,Atlas,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-10-18,Chiapas,Monterrey,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2015-10-18,Toluca,Queretaro,4,2,H,4,2,H,3,0
Mexico,Liga MX,2015/2016,2015-10-18,Guadalajara Chivas,Puebla,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-10-24,Veracruz,Toluca,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2015-10-24,Santos Laguna,Cruz Azul,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-10-24,Club America,Queretaro,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-10-25,Monterrey,Club Tijuana,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2015-10-25,Pachuca,Monarcas,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2015-10-25,Dorados de Sinaloa,Tigres UANL,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-10-25,UNAM Pumas,Chiapas,2,3,A,2,3,A,0,3
Mexico,Liga MX,2015/2016,2015-10-25,Puebla,Club Leon,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-10-31,Queretaro,Monterrey,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2015-10-31,Club Tijuana,UNAM Pumas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-10-31,Cruz Azul,Veracruz,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-11-01,Tigres UANL,Santos Laguna,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2015-11-01,Club Leon,Atlas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-01,Monarcas,Dorados de Sinaloa,4,0,H,4,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-01,Chiapas,Puebla,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-01,Toluca,Club America,2,3,A,2,3,A,0,3
Mexico,Liga MX,2015/2016,2015-11-01,Guadalajara Chivas,Pachuca,4,4,D,4,4,D,1,1
Mexico,Liga MX,2015/2016,2015-11-07,Veracruz,Tigres UANL,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2015-11-07,Santos Laguna,Monarcas,2,3,A,2,3,A,0,3
Mexico,Liga MX,2015/2016,2015-11-07,Cruz Azul,Toluca,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-11-08,Monterrey,Club America,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-08,Pachuca,Club Leon,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2015-11-08,Atlas,Chiapas,2,3,A,2,3,A,0,3
Mexico,Liga MX,2015/2016,2015-11-08,Dorados de Sinaloa,Guadalajara Chivas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-08,UNAM Pumas,Queretaro,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-08,Puebla,Club Tijuana,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-11,Dorados de Sinaloa,Veracruz,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-11-12,Atlas,Guadalajara Chivas,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-11-15,Pachuca,Cruz Azul,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-11-21,Queretaro,Puebla,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-11-21,Club Tijuana,Atlas,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-21,Club America,UNAM Pumas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2015-11-22,Tigres UANL,Cruz Azul,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-11-22,Club Leon,Dorados de Sinaloa,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-22,Monarcas,Veracruz,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2015-11-22,Chiapas,Pachuca,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2015-11-22,Toluca,Monterrey,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-22,Guadalajara Chivas,Santos Laguna,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2015-11-26,Club America,Club Leon,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-26,Tigres UANL,Chiapas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-27,Veracruz,UNAM Pumas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-27,Puebla,Toluca,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2015-11-29,Chiapas,Tigres UANL,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2015-11-29,Club Leon,Club America,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2015-11-29,UNAM Pumas,Veracruz,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-11-29,Toluca,Puebla,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2015-12-04,Club America,UNAM Pumas,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2015-12-04,Tigres UANL,Toluca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2015-12-06,UNAM Pumas,Club America,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2015-12-07,Toluca,Tigres UANL,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2015-12-11,Tigres UANL,UNAM Pumas,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2015-12-14,UNAM Pumas,Tigres UANL,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-09,Queretaro,Atlas,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-09,Club Tijuana,Pachuca,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-01-09,Club America,Puebla,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-01-10,Monterrey,UNAM Pumas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-10,Club Leon,Santos Laguna,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-10,Monarcas,Cruz Azul,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-01-10,Chiapas,Dorados de Sinaloa,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-10,Toluca,Tigres UANL,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-10,Guadalajara Chivas,Veracruz,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-01-16,Veracruz,Club Leon,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-16,Santos Laguna,Chiapas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-16,Cruz Azul,Guadalajara Chivas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-01-17,Tigres UANL,Monarcas,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-17,Pachuca,Queretaro,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-17,Atlas,Club America,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-17,Dorados de Sinaloa,Club Tijuana,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-01-17,UNAM Pumas,Toluca,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-01-17,Puebla,Monterrey,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-23,Queretaro,Dorados de Sinaloa,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-23,Club Tijuana,Santos Laguna,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-23,Club America,Pachuca,1,4,A,1,4,A,0,3
Mexico,Liga MX,2015/2016,2016-01-24,Monterrey,Atlas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-24,Club Leon,Cruz Azul,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-01-24,Monarcas,Toluca,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-01-24,Chiapas,Veracruz,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-01-24,UNAM Pumas,Puebla,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-01-24,Guadalajara Chivas,Tigres UANL,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-01-30,Santos Laguna,Queretaro,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-30,Veracruz,Club Tijuana,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-01-30,Cruz Azul,Chiapas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-01-31,Monarcas,Guadalajara Chivas,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-01-31,Tigres UANL,Club Leon,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2016-01-31,Pachuca,Monterrey,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2016-01-31,Atlas,UNAM Pumas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-01-31,Dorados de Sinaloa,Club America,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2016-01-31,Toluca,Puebla,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-06,Queretaro,Veracruz,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-06,Chiapas,Tigres UANL,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-02-06,Club Tijuana,Cruz Azul,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-06,Club America,Santos Laguna,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-02-07,Monterrey,Dorados de Sinaloa,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2016-02-07,Puebla,Atlas,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-07,Club Leon,Monarcas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-02-07,Guadalajara Chivas,Toluca,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-07,UNAM Pumas,Pachuca,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-13,Veracruz,Club America,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-13,Toluca,Atlas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-13,Santos Laguna,Monterrey,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-02-13,Cruz Azul,Queretaro,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-14,Tigres UANL,Club Tijuana,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-02-14,Dorados de Sinaloa,UNAM Pumas,2,3,A,2,3,A,0,3
Mexico,Liga MX,2015/2016,2016-02-14,Guadalajara Chivas,Club Leon,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-02-15,Pachuca,Puebla,5,2,H,5,2,H,3,0
Mexico,Liga MX,2015/2016,2016-02-20,Queretaro,Tigres UANL,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-02-20,Club Tijuana,Monarcas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-20,Club America,Cruz Azul,3,3,D,3,3,D,1,1
Mexico,Liga MX,2015/2016,2016-02-21,Monterrey,Veracruz,5,1,H,5,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-21,Club Leon,Toluca,5,1,H,5,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-21,Atlas,Pachuca,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-02-21,Chiapas,Guadalajara Chivas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-21,UNAM Pumas,Santos Laguna,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-21,Puebla,Dorados de Sinaloa,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-02-27,Veracruz,UNAM Pumas,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-02-27,Cruz Azul,Monterrey,4,0,H,4,0,H,3,0
Mexico,Liga MX,2015/2016,2016-02-28,Santos Laguna,Puebla,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-28,Tigres UANL,Club America,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-28,Club Leon,Chiapas,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-02-28,Monarcas,Queretaro,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-02-28,Dorados de Sinaloa,Atlas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-02-28,Toluca,Pachuca,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-02-28,Guadalajara Chivas,Club Tijuana,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-03-05,Club Tijuana,Club Leon,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-03-05,Club America,Monarcas,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2016-03-06,Queretaro,Guadalajara Chivas,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2016-03-06,Monterrey,Tigres UANL,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-03-06,Pachuca,Dorados de Sinaloa,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-03-06,Atlas,Santos Laguna,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-03-06,Chiapas,Toluca,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-03-06,UNAM Pumas,Cruz Azul,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-03-06,Puebla,Veracruz,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-03-12,Santos Laguna,Pachuca,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-03-12,Veracruz,Atlas,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-03-12,Cruz Azul,Puebla,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-03-13,Tigres UANL,UNAM Pumas,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-03-13,Club Leon,Queretaro,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-03-13,Monarcas,Monterrey,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-03-13,Chiapas,Club Tijuana,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-03-13,Toluca,Dorados de Sinaloa,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2016-03-14,Guadalajara Chivas,Club America,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-03-19,Queretaro,Chiapas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-03-19,Club Tijuana,Toluca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-03-19,Club America,Club Leon,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-03-20,Monterrey,Guadalajara Chivas,1,3,A,1,3,A,0,3
Mexico,Liga MX,2015/2016,2016-03-20,Pachuca,Veracruz,6,0,H,6,0,H,3,0
Mexico,Liga MX,2015/2016,2016-03-20,Atlas,Cruz Azul,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2016-03-20,Dorados de Sinaloa,Santos Laguna,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2016-03-20,Puebla,Tigres UANL,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-03-21,UNAM Pumas,Monarcas,4,2,H,4,2,H,3,0
Mexico,Liga MX,2015/2016,2016-03-27,Monarcas,Chiapas,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-02,Toluca,Santos Laguna,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-04-02,Club Tijuana,Queretaro,2,4,A,2,4,A,0,3
Mexico,Liga MX,2015/2016,2016-04-02,Veracruz,Dorados de Sinaloa,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-04-03,Cruz Azul,Pachuca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-04-03,Tigres UANL,Atlas,2,2,D,2,2,D,1,1
Mexico,Liga MX,2015/2016,2016-04-03,Club Leon,Monterrey,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-03,Monarcas,Puebla,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-03,Chiapas,Club America,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-04,Guadalajara Chivas,UNAM Pumas,4,0,H,4,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-09,Queretaro,Toluca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-04-09,Santos Laguna,Veracruz,2,0,H,2,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-09,Club America,Club Tijuana,6,1,H,6,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-10,Monterrey,Chiapas,6,0,H,6,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-10,Pachuca,Tigres UANL,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-10,Atlas,Monarcas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-10,Dorados de Sinaloa,Cruz Azul,3,0,H,3,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-10,Puebla,Guadalajara Chivas,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2016-04-11,UNAM Pumas,Club Leon,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-16,Queretaro,Club America,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-16,Club Tijuana,Monterrey,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-16,Toluca,Veracruz,4,2,H,4,2,H,3,0
Mexico,Liga MX,2015/2016,2016-04-16,Cruz Azul,Santos Laguna,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-04-17,Tigres UANL,Dorados de Sinaloa,5,2,H,5,2,H,3,0
Mexico,Liga MX,2015/2016,2016-04-17,Club Leon,Puebla,4,1,H,4,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-17,Monarcas,Pachuca,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-17,Chiapas,UNAM Pumas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-04-17,Guadalajara Chivas,Atlas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-23,UNAM Pumas,Club Tijuana,3,1,H,3,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-23,Veracruz,Cruz Azul,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-23,Club America,Toluca,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-04-24,Monterrey,Queretaro,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-04-24,Santos Laguna,Tigres UANL,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-24,Pachuca,Guadalajara Chivas,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-04-24,Atlas,Club Leon,1,1,D,1,1,D,1,1
Mexico,Liga MX,2015/2016,2016-04-24,Dorados de Sinaloa,Monarcas,1,0,H,1,0,H,3,0
Mexico,Liga MX,2015/2016,2016-04-24,Puebla,Chiapas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-30,Queretaro,UNAM Pumas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-04-30,Club Tijuana,Puebla,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-04-30,Club America,Monterrey,3,3,D,3,3,D,1,1
Mexico,Liga MX,2015/2016,2016-05-01,Tigres UANL,Veracruz,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-05-01,Club Leon,Pachuca,0,0,D,0,0,D,1,1
Mexico,Liga MX,2015/2016,2016-05-01,Monarcas,Santos Laguna,3,2,H,3,2,H,3,0
Mexico,Liga MX,2015/2016,2016-05-01,Chiapas,Atlas,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2016-05-01,Toluca,Cruz Azul,0,2,A,0,2,A,0,3
Mexico,Liga MX,2015/2016,2016-05-01,Guadalajara Chivas,Dorados de Sinaloa,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-05-07,Veracruz,Monarcas,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-05-07,Santos Laguna,Guadalajara Chivas,0,1,A,0,1,A,0,3
Mexico,Liga MX,2015/2016,2016-05-07,Cruz Azul,Tigres UANL,0,3,A,0,3,A,0,3
Mexico,Liga MX,2015/2016,2016-05-08,Monterrey,Toluca,1,2,A,1,2,A,0,3
Mexico,Liga MX,2015/2016,2016-05-08,Pachuca,Chiapas,2,1,H,2,1,H,3,0
Mexico,Liga MX,2015/2016,2016-05-08,Atlas,Club Tijuana,0,0,D,0,0,D,1,1
